,artist_id,artist_name,duration_ms_x,track_id,track_name,popularity,album_id,album_name,album_release_date,album_type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_y,time_signature
0,2E6Roj0oQnJIm2BeXwDica,Graham Nash,186773,2ewCRwDbr61fbMHv8h9PjG,Right Now,19,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.493,0.497,7,-7.838,1,0.0299,0.191,0.000743,0.127,0.396,169.919,186773,4
1,2E6Roj0oQnJIm2BeXwDica,Graham Nash,209533,2ic4SS18P6z0UpXJBQDd2q,A Better Life,15,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.681,0.355,7,-8.344,1,0.0389,0.75,1.19e-06,0.0813,0.591,142.688,209533,4
2,2E6Roj0oQnJIm2BeXwDica,Graham Nash,196293,58auynGlTMWlR3WfII86hh,Golden Idols,10,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.444,0.432,4,-9.032,0,0.0505,0.229,0.00194,0.573,0.569,185.621,196293,3
3,2E6Roj0oQnJIm2BeXwDica,Graham Nash,202013,77INiqNosrGrcMrS4TGPMZ,Stars & Stripes,12,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.73,0.41,7,-9.592,1,0.0282,0.475,1.69e-05,0.0775,0.494,78.992,202013,4
4,2E6Roj0oQnJIm2BeXwDica,Graham Nash,166733,6EyzTR1MYUjIAI5FkeGrTU,Love of Mine,13,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.633,0.098,9,-13.651,1,0.0535,0.956,0.00031,0.0987,0.337,156.962,166733,4
5,2E6Roj0oQnJIm2BeXwDica,Graham Nash,47426,7uYiEGw4rob3b2kMPGROoH,Theme From Pastoral,10,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.254,0.153,5,-19.135,0,0.0407,0.263,0.413,0.114,0.0562,69.321,47427,4
6,2E6Roj0oQnJIm2BeXwDica,Graham Nash,134466,1BfGF3Y3FK1FhPgFfDMNBE,In A Dream,10,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.372,0.185,1,-12.197,1,0.0371,0.701,6.93e-06,0.205,0.255,94.877,134467,4
7,2E6Roj0oQnJIm2BeXwDica,Graham Nash,182546,4kd0gkvNSBPYbwO33Wthwf,Stand Up,8,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.627,0.661,0,-6.821,1,0.0298,0.00323,8.11e-05,0.3,0.56,103.013,182547,4
8,2E6Roj0oQnJIm2BeXwDica,Graham Nash,225013,6OqsT4LZBtItuZEZ0PkHn6,It Feels Like Home,9,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.72,0.476,2,-6.377,1,0.0302,0.523,4.45e-06,0.375,0.534,106.914,225013,4
9,2E6Roj0oQnJIm2BeXwDica,Graham Nash,164133,0tnya2UzTLo2OMDlM39ZXe,Buddy's Back,9,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.69,0.663,9,-7.86,1,0.0264,0.0268,4.6e-05,0.207,0.76,125.956,164133,4
10,2E6Roj0oQnJIm2BeXwDica,Graham Nash,218053,5IDv1x55OnQhvXH151pNrw,Follow Your Heart,8,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.498,0.172,9,-11.424,1,0.0442,0.81,0.0,0.112,0.248,173.156,218053,4
11,2E6Roj0oQnJIm2BeXwDica,Graham Nash,194760,38Kx9RpqcbVBBInK9gzXZh,I Watched It All Come Down,8,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.615,0.13,2,-11.982,1,0.0412,0.707,0.000396,0.0903,0.243,147.746,194760,4
12,2E6Roj0oQnJIm2BeXwDica,Graham Nash,192653,3tmuAQp5yHC6zTRiZPxfSw,When It Comes To You,7,34hqOziQIaPn1BfBFzG409,Now,2023-05-19,album,0.626,0.175,9,-11.101,1,0.0329,0.858,9.8e-06,0.0985,0.153,86.034,192653,4
13,2E6Roj0oQnJIm2BeXwDica,Graham Nash,219760,08a1uuDrCWUXZI9btUOShU,Military Madness - Live,5,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.451,0.833,2,-8.477,1,0.13,0.177,7.95e-05,0.96,0.479,117.695,219760,4
14,2E6Roj0oQnJIm2BeXwDica,Graham Nash,287200,1ZqmsyoNHZRiX2ibOalP5h,Better Days - Live,7,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.477,0.508,2,-7.083,1,0.032,0.181,0.000487,0.72,0.198,124.978,287200,4
15,2E6Roj0oQnJIm2BeXwDica,Graham Nash,167640,0nFOdrPLc2LbHPJfFrzB7L,Wounded Bird - Live,4,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.44,0.335,2,-10.304,1,0.0356,0.803,0.0,0.741,0.213,121.407,167640,3
16,2E6Roj0oQnJIm2BeXwDica,Graham Nash,319573,1PxPsE8iUTzc66w1v7KTXL,I Used to Be a King - Live,4,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.448,0.571,4,-7.058,0,0.028,0.116,0.000181,0.776,0.321,98.811,319573,3
17,2E6Roj0oQnJIm2BeXwDica,Graham Nash,236946,4ekEC8N0PYy4HvlTPAIULq,Be Yourself - Live,3,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.462,0.452,4,-8.462,1,0.034,0.475,0.0,0.693,0.285,138.859,236947,3
18,2E6Roj0oQnJIm2BeXwDica,Graham Nash,181066,0sPgxMRnPFuUXmT9Rlw2Pm,Simple Man - Live,5,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.422,0.333,0,-7.583,1,0.0336,0.824,8.26e-06,0.704,0.0881,132.749,181067,4
19,2E6Roj0oQnJIm2BeXwDica,Graham Nash,174586,569XJB9pWfEauFcA9n2Sgv,Man in the Mirror - Live,3,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.482,0.376,3,-7.171,1,0.0296,0.465,0.0,0.748,0.36,127.04,174587,4
20,2E6Roj0oQnJIm2BeXwDica,Graham Nash,271493,0eQnzWTgxsXjKp7Kz1VF6W,There's Only One - Live,3,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.35,0.595,10,-7.255,1,0.0483,0.0462,0.0138,0.732,0.423,126.677,271493,4
21,2E6Roj0oQnJIm2BeXwDica,Graham Nash,196920,6WQpTEAqIHGObZAttMQtHj,Sleep Song - Live,4,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.479,0.366,0,-11.344,1,0.0362,0.868,0.000163,0.694,0.607,100.475,196920,3
22,2E6Roj0oQnJIm2BeXwDica,Graham Nash,272720,30GLVpfmdls5fcNYDJGGDP,Chicago/We Can Change the World - Live,4,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.429,0.745,9,-5.789,0,0.0454,0.214,0.0,0.711,0.481,80.753,272720,4
23,2E6Roj0oQnJIm2BeXwDica,Graham Nash,170346,3LsYLFhqJHRoWtr1AEtWE1,Wild Tales - Live,2,5aaxwhHsp8HKLzGxlhdPQn,Live: Songs For Beginners / Wild Tales,2022-05-06,album,0.61,0.86,4,-9.094,0,0.47,0.162,3.02e-05,0.974,0.663,130.216,170347,4
